pair_rank,node_a,node_b,pair_edge_betweenness,directions_present,aggregated_capacity,top_k,remove_pct
37,03398603de59d47f16bed1232bcc3da6715745e6609e84b33548755322af391f23,03e81a5b8af31bc00a1c1c08419d3272b4982db02feafd739904df2edfcbdf6f7e,0.003908091595565071,2,500000,100,80.0
38,03b036004195f1f5010b8da057495d903c39351c27357c25c3e1f0efa086106e8c,03fce165537aea120bffe8505876b44d5119354f825b3eac329b761fc5636bf334,0.0038854189309632217,2,200000,100,80.0
39,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0370f6269ca41ac1808ccb11794ef727c91670f6a3c4f4b233d67b9e6e2fe2c5c0,0.003855287161588025,2,23162,100,80.0
40,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0391e755e11d6c399b85f4df22477d565ef920b47fce3141f471e84bcac624ab37,0.0038248831001842106,2,600000,100,80.0
41,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0037974126324623924,2,306943,100,80.0
42,03730a3b06d33de3bce53a13b81b336e4b3cd3ee55fcd1fe0e7b46e19807969d9a,03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,0.0037931280128164395,2,79900,100,80.0
43,02c88a0df5e9ea7df582647f79b70b8e441047de308fd6b24408b8bd775f2234bd,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,0.003733094423962173,2,500000,100,80.0
44,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03e81a5b8af31bc00a1c1c08419d3272b4982db02feafd739904df2edfcbdf6f7e,0.003683562622407908,2,355739,100,80.0
45,032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,03b2a5bbe977bb5dd39daaa7e785c899e40df7ed92f16452bd1d0b7e765328d06e,0.003550040961424176,2,9000000,100,80.0
46,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0035280551385959394,2,20000,100,80.0
47,03abf6f44c355dec0d5aa155bdbdd6e0c8fefe318eff402de65c6eb2e1be55dc3e,03d2d3c94999a2c43f67107aebec4e693a3fc9ac6133c28254cf34c0436f291bd9,0.0034351515649299366,2,698709,100,80.0
48,023786620266d311ae77723727f7ba8a1f6f8641e61e70a01df8aeb6a7de6f2b51,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0.00342037103101903,2,200000,100,80.0
49,02b9ea7012eb3509f2c81c233944849b9bf789b7bf27fdb5fd2e65380831b67f11,032ebdae3314f072acd70e66e18572e6ba27f96918009369585e7cdcf36af3cf9e,0.0033854477526061924,2,348692,100,80.0
50,02643b2c991d7f21b2abdb04c57d3b6cbc566ea3b41b9fde46c00a2f5aceeff0cb,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0.0033767691932968884,2,90000,100,80.0
51,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0350052352bbf3d13cafe5217d1d9d63bf32fd881cbef62675b4b271ecc357cee4,0.0032573453166266815,2,80000,100,80.0
52,03139a07b14bb888125882a3a63b48ab99a755850316842fcaab3ab01d3aef7c1b,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.003209686289311924,2,400000,100,80.0
53,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0.003200462750367578,2,5000000,100,80.0
54,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,02fdef31e3cb364ddfd727664193425da232ac2839ea4d910150ac6ee6541e6e08,0.003183684393182352,2,336379,100,80.0
55,02ca16a1dcf909619ce63af162f3277d000a42faa3ad6fb0eb842f7e5005fb256a,03a5927b64b1ea8657d5b770d61a3e2d0554fdb5d568773e0d6a92907913ca21f6,0.002944613424104229,2,1000000,100,80.0
56,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,02659ef3f20f12bc7accd2740bab8df59893a8b78e60087f1a83483f6d204b1091,0.0029258255157703526,2,500000,100,80.0
57,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,03bd45e49b079dc69f0402ec3004711276a372413bd483fa39e3ff4e3e810b197d,0.002894156265025633,2,54000,100,80.0
58,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03f456e8c3479654da4498b64c1aa80656a33561d52f3444f5930f5c4a410a6fb6,0.002806296937600818,2,100000,100,80.0
59,0252caf93a748b4a63778c28057ee4736b64fcd9706978ab90b6ce5a4642543961,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0.0027806098606468614,2,20000,100,80.0
60,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,02a2584ad1c54300f0576507ed63a79727c55314628486f24582ac071153d18a03,0.0027454933771469763,2,1000000,100,80.0
61,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0.002735294701132094,2,20000,100,80.0
62,023bec8451cbc019ac4dc8642093874e080d057f14fa90e763bcd47ffe16809efa,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,0.0026307969855238903,2,2000000,100,80.0
63,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,03f86226c21a84c2596c24ae70102da3f409e96d8b8766eace2e9724cc78de7314,0.002627076484833053,2,2000000,100,80.0
64,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002607618281290486,2,10000002,100,80.0
65,023bec8451cbc019ac4dc8642093874e080d057f14fa90e763bcd47ffe16809efa,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0025741966238019345,2,6000000,100,80.0
66,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,03be8dbb87bd9f23d44c6448a72c2b0ee36c6405d9b39f1ed7ca423b04cc4d2157,0.0025687730415605444,2,9000000,100,80.0
67,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03e99d95d056bd84e5cc73e546924af49597b2fd8379f2dcaf8e06ac230e47d336,0.002555365254568254,2,2000000,100,80.0
68,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0.002498895468763094,2,1000000,100,80.0
69,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,033c87f6e5e202a4569d6d074da09cad4210a25bb89f00d6f53caa7429f6e55eed,0.002434902841264398,2,5000001,100,80.0
70,0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,03bb23b522d2a5d9c239addb6b788c4c1b0ded20a6a6d87c1b041fcd40fc21d2d6,0.00242984485927362,2,500000,100,80.0
71,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03b7426d09cec1f310d1b83d4c3c660c747fb26b69687f4dc9987bec8455f320fc,0.0024269368844720943,2,20000,100,80.0
72,02551a0f955f86c892682487cc9403c4caf09ec37ae427b4475ea62379e94b15fe,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0.0024050877267262046,2,5000001,100,80.0
73,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,032542eaf885bd6edf897a6b89da3efe8a2df414d7fefd0229d08d2ee318c799aa,0.002389879681838073,2,1000000,100,80.0
74,020bbb584a5008a9d1dfcf9aca44b254919d9f33e37e8dbdba9e0dab3cbfc628dc,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,0.0023710584683412674,2,400000,100,80.0
75,020e8091a59f0983ea4adf0f3e0d575e15d9cee676e827eafd3946f65ae869fafc,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0.002365459919641606,2,20000,100,80.0
76,024d2387409269f3b79e2708bb39b895c9f4b6a8322153af54eba487d4993bf60f,03bd45e49b079dc69f0402ec3004711276a372413bd483fa39e3ff4e3e810b197d,0.0023103596113484646,2,299597,100,80.0
77,0216d9f16d8296114685c7c0f958264272e590fd7aa0d94899fa9b91f6b6db89fb,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0.002288788745525566,2,995933,100,80.0
78,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,02c9b8e793f5e30ca3caeb7c547b349f48e24c8b1202cb295554912a45c6a25187,0.002223698096693838,2,5000001,100,80.0
79,0356adcf4972155ef2efe4261366cd730c5823caabd90b8f0659f6dd3ee4bc2cda,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,0.002178377112193309,2,5999000,100,80.0
80,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,0320f5037e422f23204db9dd1cf32389752b1de8edbd4b90e412a877728e07a182,0.002163627600263287,2,5000001,100,80.0
81,038e87f3c1040381d303ee118f609075149b585e2c75b50cfe08c65556ca7edf7a,03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,0.002158237043009489,2,100000,100,80.0
82,022755c3ff4e5a1d71f573cda4b315887fc00a9e5c9ea9a847d939f3e517e69a70,036c977839833af6b6994ee2c9a7155ad8c256a114378bb3718c3cfa24384c867d,0.002146266487432021,2,9000000,100,80.0
83,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,03a511c490430787699573a9de1987881831e6dce1077cfcd2c52c97c9c94f5339,0.002125744212381647,2,693787,100,80.0
84,0205823109f3d6e1ac5f3e5ab41ab88bf463ffa7b59a81d07d8b688fb737e11955,02ca16a1dcf909619ce63af162f3277d000a42faa3ad6fb0eb842f7e5005fb256a,0.0020974524848454868,2,50000,100,80.0
85,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.0020920743527564813,2,10204947,100,80.0
86,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0.002091240603414646,2,5000001,100,80.0
87,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.002084594151061909,2,15000000,100,80.0
88,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,028d7b9a15f7f45f9116a6b6f1f820ffc38b3b4323e109fdcf7e04ecd12f1db7a0,0.002084319065537023,2,750000,100,80.0
89,020e8091a59f0983ea4adf0f3e0d575e15d9cee676e827eafd3946f65ae869fafc,030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,0.0020811271252890763,2,1500000,100,80.0
90,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03c7719568a591e68acd3ecbc8af31be007861aba106f36210925495901ef8438f,0.0020792676170420217,2,100000,100,80.0
91,024300c307415b88acd0c027c5dcf405e5a59f8b19867ee253ff10093932559849,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002065661980077387,2,1000000,100,80.0
92,02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0020556966586954433,2,2477850,100,80.0
93,02a0bc43557fae6af7be8e3a29fdebda819e439bea9c0f8eb8ed6a0201f3471ca9,02fdef31e3cb364ddfd727664193425da232ac2839ea4d910150ac6ee6541e6e08,0.002045703304427203,2,20000,100,80.0
94,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,03a21580b22df4530e1d497126bab62de6b69951abe0d3238a647780b61c7ea490,0.0020395105263967483,2,1000000,100,80.0
95,022c699df736064b51a33017abfc4d577d133f7124ac117d3d9f9633b6297a3b6a,02425af7b5f27f324bd3312bc19b58ef9dd40a6a7cac581b70e0cb2f3e31ae77a6,0.0020190198782437203,2,300000,100,80.0
96,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0354127ba0c74e9434844ecd110d3484708b43d55be48fa7eaeeb3dd874e83cc7f,0.00201530284973537,2,500000,100,80.0
97,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,02c68169a28016de14cb59bf33983f18dbdb030601baef508105c7fde8d0d85159,0.0020019610458082635,2,5000000,100,80.0
98,03139a07b14bb888125882a3a63b48ab99a755850316842fcaab3ab01d3aef7c1b,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0019943953433411406,2,40000,100,80.0
99,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03a7fb52da76a723f7e3cd5d777c0372f1ae1217c82a60e15d12b74089b3d82724,0.0019875483953407133,2,300000,100,80.0
100,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,03f456e8c3479654da4498b64c1aa80656a33561d52f3444f5930f5c4a410a6fb6,0.0019782678317480295,2,100000,100,80.0
