node,fee,num_trans
0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,10818.0,18
03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,4530.0,30
0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,2460.0,41
03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,1738.5,57
032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,1738.5,57
03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019,1230.0,20
0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,976.0,32
028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,714.0,102
03fb822818be083e0a954db85257a2911a3d55458b8c1ea4124b157e865a836d12,518.5,17
024d2387409269f3b79e2708bb39b895c9f4b6a8322153af54eba487d4993bf60f,488.0,16
03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed,457.5,15
0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,431.42,407
03bc9337c7a28bb784d67742ebedd30a93bacdf7e4ca16436ef3798000242b2251,427.0,14
022c260f9ad58196af280c80a96ec9eabf6404df59ff1a7553b0f381c875a29ba0,427.0,14
02247d9db0dfafea745ef8c9e161eb322f73ac3f8858d8730b6fd97254747ce76b,427.0,14
02c91d6aa51aa940608b497b6beebcb1aec05be3c47704b682b3889424679ca490,366.0,12
03e5ea100e6b1ef3959f79627cb575606b19071235c48b3e7f9808ebcd6d12e87d,366.0,12
028a8e53d70bc0eb7b5660943582f10b7fd6c727a78ad819ba8d45d6a638432c49,335.5,11
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,305.0,10
03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,280.0,40
022755c3ff4e5a1d71f573cda4b315887fc00a9e5c9ea9a847d939f3e517e69a70,274.5,9
030995c0c0217d763c2274aa6ed69a0bb85fa2f7d118f93631550f3b6219a577f5,244.0,8
03537fe9ed61f81500793ab65f88ed2486e98592783faa5cdef14feb2fe632164b,241.0,1
02523f947272e18da0b01d70535ce2b3002a92bdfbcab4cbe123151081f395d6c5,231.0,7
0311cad0edf4ac67298805cf4407d94358ca60cd44f2e360856f3b1c088bcd4782,213.5,7
02efe789fcf1d791e9dfc9494b81a9aea7aa0c2a8744c66165d16dc47ce6b88b91,183.0,3
0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019,183.0,6
028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675,175.0,25
02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,170.66,161
02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003,153.48,9
030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,131.44,124
03abf6f44c355dec0d5aa155bdbdd6e0c8fefe318eff402de65c6eb2e1be55dc3e,128.94,60
03dab87ff8635982815c4567eb58af48f9944d11c56beb12b91e1049aaea06e187,122.0,4
031ce29116eab7edd66148f5169f1fb658fad62bdc5091221ab895fe5d36db00b2,122.0,4
0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,121.9,115
028ff87c9ad3f2889f69bed50048e15b2df9174aa248bb757f7a2726577e3a7031,120.02,2
03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,87.96700000000001,121
03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,80.74,954
02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f,78.4,49
021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,77.571,39
02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,72.81899999999999,31
02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,62.402,1039
03fce165537aea120bffe8505876b44d5119354f825b3eac329b761fc5636bf334,61.0,2
0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf,50.851,48
026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,46.99,127
0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,46.64,44
038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,41.78,17
023e8b9d0c52dc22d07f70a69624e2457df5760ca0b4d87a5df460b08863f46448,41.34,39
031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,36.04,34
02c12b5459cf107ee0440cae41902f1189db50fa003a077f3a6fbe6b5760218695,34.84,64
02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,33.92,32
03beddc8adbf7d56a7da15cdaf95d97b24d07088c3571b421c0e6f9d551a210342,33.05,2
03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,32.86,31
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,32.8,205
03205b045b0126c0d3fb826a38b9befc4babf51689544908c704d8e51fdec75ffb,32.5,5
032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,31.8,30
0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961,30.740000000000002,29
0290fb6ecd5865f7a973e1d48ffbc2612f80f6a2defbd6a188928bd0492bc2847e,30.330000000000002,9
02d7644910e8a939e4eab67de96fe4fc7f88e52c9f8da79591c9e34db7266295fb,28.0,4
032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,25.83,15
03957c801187ade4aaeee6ca1e3f23eeb7413a84558ff1f3543cb41f5f86da609a,24.94,29
03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,23.98,383
0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9,23.32,22
0205823109f3d6e1ac5f3e5ab41ab88bf463ffa7b59a81d07d8b688fb737e11955,22.26,21
02e7c42ae2952d7a71398e23535b53ffc60deb269acbc7c10307e6b797b91b1e79,21.200000000000003,20
0314ecd09f2c9887530ed99436a20dd62607fa0fa0a8d0e2f630cf27f86e91e5f9,21.0,3
030a4f1cb85c463a4115b78900f0159192f033324c12c88aec931b16b27abe22ad,20.14,19
02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,20.14,19
02f45d28f3477a408d0d3e18a6cdedae9d58df18cf271ac84a0ce7d00699f38d19,19.5,3
02c0b38022846c6b6f45b30031859ac7c5fb0c67ec8ed5cce8409c4b438c267ffe,19.080000000000002,18
02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c,18.02,17
03e5df5eb4e8164c16d4dcc4d3a5bf9d4382036f758081b89c6825076d766426c0,18.02,17
022c699df736064b51a33017abfc4d577d133f7124ac117d3d9f9633b6297a3b6a,16.96,16
0219c2f8818bd2124dcc41827b726fd486c13cdfb6edf4e1458194663fb07891c7,16.96,16
02309f3556d51e9d855594762dcf68cb283fbfd7e48618b6cecb8cd90e2e34d8ad,16.96,16
03a5927b64b1ea8657d5b770d61a3e2d0554fdb5d568773e0d6a92907913ca21f6,16.752,16
0373ca948ffd4cbbd08488c480aa7c43b57e9446c8ac6d3fe1cc92392e39e9eb95,15.9,15
03deedbfee762a68a44d2587560507e513ac185908728aaf053ad4a3c096d8acb0,15.9,15
026d9b9c8e55b435f117496e6a885fba7bf76530a5aa6f8f61304f84f9a31dda09,15.9,15
0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6,14.879999999999999,198
