u,v,channel_capacity_sat,unweighted_betweenness,fee_weighted_betweenness,baseline_usage,unweighted_betweenness_norm,fee_weighted_betweenness_norm,baseline_usage_norm,hybrid_score
03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,4000000,0.0002011140216574804,0.02005064853523076,173,0.03587569736615199,0.7212394948872185,1.0,0.8606197474436093
02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,2000000,0.00042857083936729667,0.025285599996542594,105,0.0764505508188021,0.9095453115834464,0.6069364161849711,0.7582408638842087
02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,306943,0.005605856789482997,0.027800264235898667,38,1.0,1.0,0.21965317919075145,0.6098265895953757
0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,2000000,0.0023898370885403718,0.011785453755138595,73,0.42631076359708,0.42393315599928577,0.42196531791907516,0.42294923695918046
0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,2678683,0.0014676451644755136,0.008493446505199388,88,0.26180568280462047,0.30551675455774063,0.5086705202312138,0.40709363739447724
02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601,550000,0.0004049470459095703,0.011858342689257034,39,0.07223642363987624,0.42655503518359644,0.2254335260115607,0.32599428059757857
02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03345d99a94e2fc8a69698f8bbec6bea5a4e8dbaf8b313085bb9710f6014765e45,2000000,9.908909448567193e-05,0.007909450106958602,60,0.017675994626115032,0.28450988954072876,0.3468208092485549,0.31566534939464186
02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420,300000,0.0003743859418471407,0.013895938093369977,16,0.06678478525343645,0.4998491372404317,0.09248554913294797,0.2961673431866898
02ba3ea3146bce6cb5093c1e6dee21a33faf1fb38f2bc1dc805038ebf9f2ecbeab,03f18da23535adee245903c81750745197e3079d3b88b3898981c90a5f2411008c,3550000,2.9792718103838802e-05,0.0073577160224951865,32,0.0053145699618534934,0.2646635283773353,0.18497109826589594,0.22481731332161564
028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,1000000,0.00367689396388982,0.011274697331945353,7,0.6559022290380206,0.4055607974181145,0.04046242774566474,0.22301161258188962
